# format of this file:
# evaluation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector] 	 evaluator_rank 	 evaluation_time 	 life_time 
484	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3.3211355396528428052249637,0.75,1,0,2,1.5>	0	<>	<3,9.75,-1.5>	0	0.097740999999999994551913574	0
485	<1.1904314767757577797624435,0,2,1.5,3,1.5,1,13.962489987938891289331877,3.8008317080330256132469913,25.103728950537618658245265,1.5472128184266447092909402,1.5,1,0,2,1.5>	0	<>	<4,45.066200000000002034994395,-25.103699999999999903366188>	0	0.095740000000000047286619065	0
486	<3.8248078491363246556034028,0,4.4474483560526039127580589,0,3,1.5,1,1.5,2,1.5,3,1.5,1,19.956201163915082474886731,2,17.334133278268453182136>	0	<>	<4,43.290300000000002000888344,-19.956199999999999050714905>	0	0.10152999999999999525268635	0
487	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,1.5,4.2524622065259434222639356,0>	0	<>	<4,9,-1.5>	0	0.10088400000000000145128354	0
488	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,16.908787066249075792256917,2,1.5,2.7434453347201670503352489,1.5,1,1.5,2,1.5>	0	<>	<3,25.908799999999999386091076,-16.908799999999999386091076>	0	0.10594599999999999850874843	0
489	<1,0.75,4.4474483560526039127580589,0,3,1.5,1,1.5,2,23.51219264022642363443083,3,1.5,1,1.5,2,17.334133278268453182136>	0	<>	<4,47.596299999999999386091076,-23.512199999999999988631316>	0	0.093817999999999998617106201	0
490	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1.1742584493124201827640718,0,2,1.5>	0	<>	<3,10.5,-1.5>	0	0.096500999999999989564791747	0
491	<1,0,1.9928996739875990407142581,0,2.3645385207443210262567845,99.19813321866007527205511,1.0121245625252484057199354,28.857961776134541054261717,2.1652728084778751771466432,30.396029656238869876005992,2.8339051147149434406458113,1.5,1,19.206201163915082474886731,1,0>	0	<>	<3,179.15829999999999699866748,-99.198099999999996612132236>	0	0.081081000000000000293987057	0
492	<2.6644052428493303352752264,0.75,1,0,1,6.7869730489500676995362483,5.4365562265443410083776143,3.5207066981916828041221379,2,12.506096320113211817215415,3.1282773326399162527877706,100,1,3.5399811919964765394297501,2.170558779347016908900514,52.732323447408774086397898>	0	<>	<5,179.83606000000000335603545,-100>	0	0.096199999999999993849364444	0
493	<3.0546663634558983702049773,0,2.4492904941780913041782242,1.5,3,99.25,1,1.5,2,1.5,3.4320213728617048332125705,0.75,1,0,1,0>	0	<>	<3,104.5,-99.25>	0	0.096159999999999995479171844	0
494	<1,1.5,1.9473142074175711080386009,0,4.9891433506222178095868003,0,5.396373827893460983773366,32.317574132498151584513835,2.3929854465615862935123914,92.970732813978443687119579,2.7434453347201670503352489,1.5,1,0.75,1,0>	0	<>	<5,129.03829999999999245119398,-92.970699999999993679011823>	0	0.10137000000000000177191595	0
495	<5.3340594988358489558777364,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,6.4479235409865802708395677>	0	<>	<5,15.44791999999999987380761,-6.4479199999999998738076101>	0	0.097370999999999985341503361	0
496	<1,1.5,3.2381502949955871528686657,1.5,3,1.5,1,1.5,2,95.773448048053978709504008,2.7986255890508768828794928,39.659684984786295558478741,1,36.624666709394503527619236,2,1.5>	0	<>	<3,179.55779999999998608473106,-95.773399999999995202415448>	0	0.098488999999999993217869587	0
497	<3.0546663634558983702049773,0,2,1.5,4.9891433506222178095868003,0,5.396373827893460983773366,32.317574132498151584513835,2.3929854465615862935123914,92.970732813978443687119579,2.3973660896985640178513677,1.5,1,1.5,2,18.084133278268453182136>	0	<>	<5,147.87239999999999895408109,-92.970699999999993679011823>	0	0.093651999999999999135802398	0
498	<1,0.75,2.5,0,2.2362819967029068379815726,5.8151902520634175530744869,1.4028057786183458777173882,0,7.9887423007696600762983508,23.427377419279597603463117,1.5472128184266447092909402,81.259274986227637782576494,7.1535586002997861854169059,0.08263945827849283887189813,2.7339498960571129160257442,10.179620729842984161450659>	0	<>	<8,121.51412949999999568717612,-81.259299999999996089172782>	0	0.10391899999999999748556689	0
499	<1,1.5,2,1.5,3,1.5,1,0,1.6928235023249049717719572,40.630281961467247242580925,1.5472128184266447092909402,0,1,19.062333354697251763809618,2,1.5>	0	<>	<3,65.692599999999998772182153,-40.630299999999998306066118>	0	0.098219000000000000749622586	0
500	<1,1.5,3.1973812817350877324429348,0,2.0054283246888910952065999,2.25,1,1.5,2,100,3,0,1,1.5,2,1.5>	0	<>	<3,108.25,-100>	0	0.094409999999999993924859609	0
501	<3.0546663634558983702049773,0,2.4492904941780913041782242,1.5,3,99.25,1,1.5,1.6930350421196944665780393,0.90042330046436902524220613,3,1.875,1,1.5,1,0>	0	<>	<3,106.52542300000000352611096,-99.25>	0	0.086295999999999997709387856	0
502	<1,80.601674548979701739881421,2.9088224176824200029045642,4.8013629181316881400221064,5.1197569720073401455806561,0,3.2615295494087179761777406,0,1.7953566947464629777186929,1.5,3,0,1.1742584493124201827640718,0,2,1.5>	0	<>	<5,88.403059999999996421138349,-80.601699999999993906385498>	0	0.093822999999999989739762896	0
503	<1,0,2.1983023507978312061084125,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,4.0689747325116654153021045,0>	0	<>	<4,7.5,-1.5>	0	0.098236999999999990995647181	0
504	<1,2.25,2.5881679856221504465452199,0.75,3,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,1.5,4.2524622065259434222639356,0>	0	<>	<5,9,-2.25>	0	0.097592999999999999194422173	0
505	<5.5004620888214379448299951,1.5,1.9473142074175711080386009,0,3.9945716753111089047934001,0.75,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,3.5399811919964765394297501,1,0>	0	<>	<6,10.289979999999999904503056,-3.5399799999999999045030563>	0	0.098448999999999994847676987	0
506	<1,1.5,2,1.5,4.6091328423279955828206766,0,1,28.857961776134541054261717,2,1.5,3,2.25,1,1.5,2.3669749480285564580128721,1.5>	0	<>	<5,38.6079999999999969872988,-28.858000000000000540012479>	0	0.09882200000000007644729294	0
507	<5.3340594988358489558777364,1.5,1,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,0,2,6.4479235409865802708395677>	0	<>	<5,15.44791999999999987380761,-6.4479199999999998738076101>	0	0.096111999999999989108268039	0
508	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,1.5,2.7434453347201670503352489,1.125,1.1742584493124201827640718,0,1.0805147040311782191679413,8.9633943777128077812221818>	0	<>	<3,16.088390000000000412683221,-8.9633900000000004126832209>	0	0.08258399999999999074873358	0
509	<1,0,2.1983023507978312061084125,0,3,1.5,1,0,2.9004158540165128066234956,13.301864475268809329122632,2.8394322301735783753429132,1.125,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,17.426899999999999835154085,-13.301899999999999835154085>	0	0.12947500000000000675015599	0
510	<1,0,1.9928996739875990407142581,1.5,3,1.5,1,13.962489987938891289331877,1.7953566947464629777186929,1.5,3,1.5,1.1742584493124201827640718,1.5,2,0>	0	<>	<3,21.462499999999998578914528,-13.962500000000000355271368>	0	0.10830099999999999449418198	0
511	<1,1.5,2,1.5,3,1.5,1,1.5,3.3459961644704439009956332,1.5,3,1.5,1,0,2,14.434990971668153036944204>	0	<>	<3,23.434999999999998721023076,-14.435000000000000497379915>	0	0.092932000000000000716759985	0
512	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1,1.5,1.816512525985721770993564,17.334133278268453182136>	0	<>	<4,23.918455999999999050942279,-17.33409999999999939745976>	0	0.10051399999999999224087333	0
513	<1,1.5,1.663380081812329436274922,0.75,3,1.5,1,16.908787066249075792256917,2,1.5,2.7434453347201670503352489,1.5,1,1.5,2,1.5>	0	<>	<3,26.658799999999999386091076,-16.908799999999999386091076>	0	0.090262999999999996014743431	0
514	<1,1.5,3.4800099072069903272108604,1.5,1.4799579668231110929355054,1.5,1,1.5,2,1.5,3.1274898569693272420977337,0,1,1.5,2,17.334133278268453182136>	0	<>	<3,26.33409999999999939745976,-17.33409999999999939745976>	0	0.084927999999999989610977025	0
515	<2.5402829713608525707968511,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,1.5,2,21.67394364318994348650449>	0	<>	<3,29.923899999999999721467248,-21.673899999999999721467248>	0	0.099259000000000000007993606	0
516	<3.0546663634558983702049773,0,1.6352621040180148614950895,0,7.2730140680321557766774276,48.875,1,1.5,2,1.5,3.0757853143502886794635742,1.125,1.6095073578690679561020715,0,2.5,10.167066639134226591068>	0	<>	<7,63.167099999999997805844032,-48.875>	0	0.09883800000000009244871535	0
517	<4.3288104856986606705504528,0,1.9473142074175711080386009,0,3,1.5,3.4629324387178908040141323,1.5,2,1.5,2.7434453347201670503352489,1.5,1,10.353100581957541237443365,2,28.423345032345199712153772>	0	<>	<4,44.776400000000002421529643,-28.423300000000001119815352>	0	0.097528999999999990699883767	0
518	<1,0,1.9473142074175711080386009,0,3,1.5,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,1.5,2,29.294208600089984173564517>	0	<>	<3,36.794199999999996464339347,-29.294200000000000017053026>	0	0.10635100000000000108890674	0
519	<3.0546663634558983702049773,0,1.2226689603285254559494888,0,3,2.25,1,1.5,2,1.5,3,0,1.6095073578690679561020715,0,3.8389705919376435616641174,32.116390393402610925477347>	0	<>	<4,37.366399999999998726707418,-32.116399999999998726707418>	0	0.09868099999999999094590919	0
520	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,1.5,3,0.75,1,1.5,2.8854612190674342464546953,43.002348120092577232753683>	0	<>	<4,51.25229999999999819237928,-43.00229999999999819237928>	0	0.10002400000000000179767312	0
521	<1,1.5,2,1.5,2.0054283246888910952065999,1.5,1,0,1.6928235023249049717719572,40.630281961467247242580925,3.0757853143502886794635742,1.5,1,1.5,2,1.5>	0	<>	<3,49.630299999999998306066118,-40.630299999999998306066118>	0	0.097521999999999997577049271	0
522	<4.3452498603007985167323568,3.7631307116305130477940111,1,0,3,1.5,1,1.5,4.6919923289408878019912663,38.872188713458456277294317,4.0450199012039318446909419,1.5,1,1.5,4.2524622065259434222639356,0>	0	<>	<5,48.635330000000003281002137,-38.872199999999999420197128>	0	0.088654999999999997695177001	0
523	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.624666709394503527619236,2,1.5>	0	<>	<3,47.124699999999997146460373,-36.624699999999997146460373>	0	0.10336899999999998867039608	0
524	<1,1.5,1,1.5,3,1.5,1,13.962489987938891289331877,2.3929854465615862935123914,92.970732813978443687119579,2.5274346482893146337289636,1.5,1,1.5,2,1.5>	0	<>	<3,115.93319999999999936335371,-92.970699999999993679011823>	0	0.098623999999999989451993088	0
525	<1,1.5,2,1.5,3,1.5,1,0,1.6928235023249049717719572,40.630281961467247242580925,1.5472128184266447092909402,0,1,19.062333354697251763809618,2,1.5>	0	<>	<3,65.692599999999998772182153,-40.630299999999998306066118>	0	0.094563999999999995282884413	0
526	<1,1.5,2,1.5,3,1.5,1,13.962489987938891289331877,2.4683547769816849282165094,1.5,2.8394322301735783753429132,1.875,1.1742584493124201827640718,1.5,2,31.953046383779984296324983>	0	<>	<3,55.290500000000001534772309,-31.952999999999999403144102>	0	0.10002100000000002655298204	0
527	<1,1.5,1.4013093591324561337785326,1.5,3,0,1,1.5,2.3929854465615862935123914,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,10.5,-1.5>	0	0.10030299999999998938893242	0
528	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,0.75,3.0378926571751443397317871,0,1.1742584493124201827640718,0,3.1262311032629717111319678,11.586971821594971743252245>	0	<>	<3,16.836999999999999744204615,-11.586999999999999744204615>	0	0.099941999999999989179322313	0
529	<3.1670297494179244779388682,2.25,2.003550163006200257598266,1.5,3,1.5,1,1.5,2,1.5,3,0,1,19.062333354697251763809618,2,0>	0	<>	<3,27.312300000000000466116035,-19.062300000000000466116035>	0	0.083595000000000002637889907	0
530	<1,9.0262614232610260955880221,1,1.5,3,1.5,5.9258648774357816080282646,1.5,2,1.5,3,1.5,1.4371658645976175261438357,10.793409338590414847658394,5.1719475024947652030959944,42.542702724478530740270799>	0	<>	<6,69.862359999999995352482074,-42.542700000000003512923286>	0	0.10171899999999998998045925	0
531	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3,42.409966945489856016138219,4.4263709229074281736870944,1.5,2,0>	0	<>	<4,48.409999999999996589394868,-42.409999999999996589394868>	0	0.094426999999999997048583111	0
532	<1,9.0262614232610260955880221,1,0,3,1.5,5.9258648774357816080282646,1.5,2,1.5,3,1.5,1,0.48000940400176173028512494,4.1671828168524349678136787,42.542702724478530740270799>	0	<>	<6,58.048968999999999596184352,-42.542700000000003512923286>	0	0.098956000000000002292388501	0
533	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.334133278268453182136>	0	<>	<4,26.33409999999999939745976,-17.33409999999999939745976>	0	0.092744999999999994111377077	0
534	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3,12.383432273000213541536141,1.6095073578690679561020715,15.238981020049648051895019,3.8389705919376435616641174,17.334133278268453182136>	0	<>	<4,49.456499999999998351540853,-17.33409999999999939745976>	0	0.10031999999999999251265592	0
535	<1,5.2631307116305130477940111,2,1.5,3,1.5,1,28.857961776134541054261717,2,1.5,3,1.5,1,1.5,2,1.5>	0	<>	<3,43.121130000000000848103809,-28.858000000000000540012479>	0	0.099597999999999992093435708	0
536	<1,1.5,2,1.5,3,1.5,1,28.857961776134541054261717,2,1.5,3,0.375,1,1.5,2,1.5>	0	<>	<3,38.2329999999999969872988,-28.858000000000000540012479>	0	0.099354000000000053383075738	0
537	<1.3850707428402131426992128,1.5,3.4800099072069903272108604,83.968897298487789271348447,1.4799579668231110929355054,1.5,1,0,2,1.5,3.1274898569693272420977337,0,1,1.5,2,17.334133278268453182136>	0	<>	<3,107.30299999999999727151589,-83.968900000000004979483492>	0	0.097112999999999990996535359	0
538	<5.1153913459812248021307823,0,1,0,1,6.7869730489500676995362483,1,3.5207066981916828041221379,2,12.506096320113211817215415,3.1282773326399162527877706,100,1,3.5399811919964765394297501,2.170558779347016908900514,14.011678990913406295248933>	0	<>	<5,140.36546000000001299667929,-100>	0	0.094225999999999990319743404	0
539	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,1.5,4.2524622065259434222639356,3.6699051824607451521842449>	0	<>	<5,11.169909999999999783426574,-3.6699099999999997834265741>	0	0.099292999999999992377652802	0
540	<2.0273331817279491851024886,1.5,2.4310334318403779008122001,0,3.7600210165884444535322473,1.5,1,1.5,2,1.5,3.3211355396528428052249637,0.75,1,0,2,1.5>	0	<>	<4,8.25,-1.5>	0	0.10736300000000000010036416	0
541	<1,1.5,2,1.5,3,1.5,1,1.5,2,0,3,0,1,1.5,2,1.5>	0	<>	<3,9,-1.5>	0	0.098133999999999999008792884	0
542	<1,9.0262614232610260955880221,1,0,3,1.5,5.9258648774357816080282646,1.5,2,100,3,1.5,1.1742584493124201827640718,1.5,7.677771657322426612779509,42.542702724478530740270799>	0	<>	<8,157.56896000000000412910595,-100>	0	0.098081999999999988637533477	0
543	<1,1.5,2,1.5,4.9891433506222178095868003,0,1,28.857961776134541054261717,2,0,3.5981162581467609484775494,1.5,1,1.5,2,1.5>	0	<>	<5,36.3579999999999969872988,-28.858000000000000540012479>	0	0.099208999999999991636912	0
544	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,2.1000991865760179067024183,2.25,1,0,2,1.5>	0	<>	<3,11.25,-2.25>	0	0.099718000000000001081801315	0
545	<1,0,1.9928996739875990407142581,1.5,3,1.5,1,13.962489987938891289331877,1.7953566947464629777186929,1.5,3,1.5,1.1742584493124201827640718,1.5,2,25.485550897945906001496041>	0	<>	<3,46.948099999999996612132236,-25.485600000000001585931386>	0	0.097916999999999990156318574	0
546	<1,0,1.9928996739875990407142581,0,2.3645385207443210262567845,99.19813321866007527205511,1.0121245625252484057199354,13.678980888067270527130859,1.6928235023249049717719572,30.396029656238869876005992,2.8339051147149434406458113,0,1,19.206201163915082474886731,1,0>	0	<>	<3,162.47929999999999495230441,-99.198099999999996612132236>	0	0.099704000000000014836132323	0
547	<1,1.5,1.3222806702588130178810388,0,4.9891433506222178095868003,0,5.396373827893460983773366,32.317574132498151584513835,2.3929854465615862935123914,92.970732813978443687119579,2.7434453347201670503352489,1.5,1,0.75,1,0>	0	<>	<5,129.03829999999999245119398,-92.970699999999993679011823>	0	0.10029099999999999126565342	0
548	<1.1925353714201065713496064,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,26.870400000000000062527761,-18.620400000000000062527761>	0	0.10030799999999999438937692	0
549	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3.5981162581467609484775494,1.5,1,1.5,2,1.5>	0	<>	<4,12,-1.5>	0	0.097598999999999991317167769	0
550	<1,1.5,3.1973812817350877324429348,0,2.0054283246888910952065999,2.25,1,1.5,2,100,3,0,1,0,1,0>	0	<>	<3,105.25,-100>	0	0.099850999999999995315747015	0
551	<1.6984441318687490962702213,9.4012614232610260955880221,2.4492904941780913041782242,1.5,3,99.25,1,1.5,2,1.5,3.4320213728617048332125705,0.75,1,0,1,0>	0	<>	<3,113.9012599999999935107553,-99.25>	0	0.10119999999999999829025654	0
552	<1,80.601674548979701739881421,2.9088224176824200029045642,4.8013629181316881400221064,5.1197569720073401455806561,0,3.2615295494087179761777406,28.857961776134541054261717,2,1.5,3,0,1.1742584493124201827640718,0,2,1.5>	0	<>	<5,117.26106000000000051386451,-80.601699999999993906385498>	0	0.098918999999999993044674795	0
553	<3.0546663634558983702049773,0,1.6352621040180148614950895,0,7.2730140680321557766774276,48.875,1,1.5,2,1.5,3,0,1.6095073578690679561020715,1.5,2.5,10.167066639134226591068>	0	<>	<7,63.542099999999997805844032,-48.875>	0	0.083379999999999995785593399	0
